Year,Production (Metric Tons),avg_yield,Extent (Hectares),Number of Farmers,datetime,tempmax,tempmin,temp,humidity,rainfall,sunshine_hours
2020,15217.0,17.0,1251.0,3233,4/30/2020,1.4215873438734352,0.8423234629357126,1.1383481591447877,-1.069710025,177.15,12.292
2020,15217.0,17.0,1251.0,3233,5/31/2020,0.7692379801559551,1.1744682381006846,0.9949908877502548,0.099272985,331.059,12.464516129032257
2020,15217.0,17.0,1251.0,3233,6/30/2020,0.7018967071632012,0.9794929187349528,0.9269111136128816,-0.775224016,125.713,12.55
2020,15217.0,17.0,1251.0,3233,7/31/2020,0.4686622068663785,0.9227844108148532,0.7451136,-0.375058221,122.724,12.506451612903223
2020,15217.0,17.0,1251.0,3233,8/31/2020,0.4348378231713881,0.8452615441825089,0.7328554693265765,-0.626440835,121.711,12.355483870967742
2020,15217.0,17.0,1251.0,3233,9/30/2020,0.1657033519982917,0.8412261072893185,0.505011387,0.2631563556187515,245.653,12.158666666666669
2020,15217.0,17.0,1251.0,3233,10/31/2020,0.360270432,-0.057401971,0.5593557679238537,-0.126260517,66.063,11.95483870967742
2020,15217.0,17.0,1251.0,3233,11/30/2020,0.4905968072019183,0.2486540582366021,0.5079344796095685,0.7245845465464764,190.34,11.782333333333334
2020,15217.0,17.0,1251.0,3233,12/31/2020,0.1803862094658893,0.3355221471479148,0.2962774163403766,0.605915581,197.058,11.696451612903225
2021,39096.0,16.4,1765.1,4184,1/31/2021,0.2341977289806474,0.2601231946698806,0.324565411,0.437250125,160.848,11.742258064516127
2021,39096.0,16.4,1765.1,4184,2/28/2021,0.7051308893054656,0.2561787826690182,0.5778103169084597,-1.394436418,49.77,11.890357142857145
2021,39096.0,16.4,1765.1,4184,3/31/2021,1.0359893697505411,0.4119830567031034,0.7620863972802965,-1.343753695,90.008,12.084193548387097
2021,39096.0,16.4,1765.1,4184,4/30/2021,0.987866497,0.7238090531251683,0.9278854778780068,-0.600936378,253.521,12.290333333333333
2021,39096.0,16.4,1765.1,4184,5/31/2021,0.534773502,1.0257942472989272,0.7668010630792834,0.578774014,347.171,12.462903225806452
2021,39096.0,16.4,1765.1,4184,6/30/2021,0.4286366861606395,0.7940398144943797,0.7193715251414734,-0.087422226,155.737,12.55
2021,39096.0,16.4,1765.1,4184,7/31/2021,0.360270432,1.039599689301948,0.7083392071718434,0.031419066,153.832,12.507096774193547
2021,39096.0,16.4,1765.1,4184,8/31/2021,0.2680221126756387,0.9057930975803667,0.5980160274755464,0.063084228,132.392,12.356774193548388
2021,39096.0,16.4,1765.1,4184,9/30/2021,0.3492006335436153,0.8818282662058928,0.6492172980525458,0.1222571540474786,163.44400000000002,12.159666666666668
2021,39096.0,16.4,1765.1,4184,10/31/2021,0.2964653444191531,0.7953495615562046,0.5046656446556039,0.7345149137570459,412.075,11.955806451612904
2021,39096.0,16.4,1765.1,4184,11/30/2021,0.095799626,0.631631179,0.3267027262965066,1.1820061251072438,499.447,11.783333333333331
2021,39096.0,16.4,1765.1,4184,12/31/2021,0.5263174063464764,0.3610091169996435,0.4980651125370229,-0.173435147,57.873000000000005,11.696129032258064
2022,4994.7,8.4,1374.7,3233,1/31/2022,0.5762852458958939,0.1231307317168339,0.5169237757329694,-0.829356365,25.179,11.741290322580646
2022,4994.7,8.4,1374.7,3233,2/28/2022,0.6174675312388215,0.3608194818072944,0.5611069295063343,-1.162625274,26.133,11.888214285714286
2022,4994.7,8.4,1374.7,3233,3/31/2022,0.8553364113795683,0.7072071241523066,0.8497791811414545,-0.550832183,78.451,12.082258064516129
2022,4994.7,8.4,1374.7,3233,4/30/2022,0.8337605545074599,0.7698979902737131,0.7320382605880851,0.3933712575448106,292.158,12.288666666666668
2022,4994.7,8.4,1374.7,3233,5/31/2022,0.3387458240378911,1.0884497148510963,0.7866026594350275,0.2692308969492973,168.988,12.462580645161289
2022,4994.7,8.4,1374.7,3233,6/30/2022,0.4183099993204265,0.9070674460729532,0.7476280888300693,-0.220975972,42.15,12.55
2022,4994.7,8.4,1374.7,3233,7/31/2022,0.3894823995803776,0.9217224537376976,0.6593066828623781,-0.04031222,154.086,12.508064516129032
2022,4994.7,8.4,1374.7,3233,8/31/2022,0.2495724488420063,0.8781822135743269,0.5423829710475002,0.0391738,268.388,12.358064516129032
2022,4994.7,8.4,1374.7,3233,9/30/2022,0.3492006335436153,0.6788174716230176,0.5829605280241157,-0.345848724,168.921,12.161333333333332
2022,4994.7,8.4,1374.7,3233,10/31/2022,0.1919172493619085,0.6020733735139212,0.3924565986397129,0.7661800760120204,271.896,11.958064516129031
2022,4994.7,8.4,1374.7,3233,11/30/2022,0.3690596466978718,0.3068139074954795,0.3481387401292345,0.3132390102056969,278.583,11.784
2022,4994.7,8.4,1374.7,3233,12/31/2022,0.1281121619372674,0.218706869,0.1642667739687393,0.6104391759416476,276.318,11.696129032258064
2023,2227.8,15.7,109.6,336,1/31/2023,0.2195917451123556,-0.069083499,0.1435222444531976,-0.279416506,45.204,11.740967741935483
2023,2227.8,15.7,109.6,336,2/28/2023,0.5757636036148839,0.177404324,0.4650624519441125,-0.770549635,78.357,11.886785714285711
2023,2227.8,15.7,109.6,336,3/31/2023,1.150531032717668,0.6339320858285836,0.8742954432961876,-1.144069304,87.529,12.08032258064516
2023,2227.8,15.7,109.6,336,4/30/2023,1.2269690149617265,0.8072080822511063,0.9600394986270973,-0.520136362,192.193,12.286333333333332
2023,2227.8,15.7,109.6,336,5/31/2023,0.7630880922114119,1.0427855605334146,0.9836756898326868,-0.030618803,150.78,12.460967741935484
2023,2227.8,15.7,109.6,336,6/30/2023,0.6415253071742631,1.1759195794394637,0.9746549626039572,-0.345180955,75.601,12.549666666666669
2023,2227.8,15.7,109.6,336,7/31/2023,0.4686622068663785,1.1861497659493938,0.8705237106569983,-0.619978557,71.368,12.508387096774191
2023,2227.8,15.7,109.6,336,8/31/2023,0.9767966982843072,0.9365898528178735,1.1100287332455387,-1.89175487,39.42,12.359032258064516
2023,2227.8,15.7,109.6,336,9/30/2023,0.3793863335380848,0.8028186596655311,0.621935099,0.1149116980413914,203.695,12.162666666666668
2023,2227.8,15.7,109.6,336,10/31/2023,0.4379127671436597,0.7401277935441246,0.5320107062897278,0.8947794084352734,491.803,11.959032258064516
2023,2227.8,15.7,109.6,336,11/30/2023,0.5938636756040492,0.800623948,0.5761399781682468,1.2207367113211471,541.147,11.784666666666668
2023,2227.8,15.7,109.6,336,12/31/2023,0.333364672,0.8346419734109551,0.5687850995218274,0.9064115088554652,352.595,11.696451612903225
